Country,Countrycode2,Countrycode3,Year,POP,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Region,Currency,Reference_period,Welfaredefn,Currency_Unit,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,isEu,isOECD,exchrate_penn
United States,US,USA,2011,311584064,High income,38981.1,56006,,National statistical authority,,,,,,,,,,,3.2,8.4,14.3,23,51.1,,22.3,New 2019,High,Americas,United States dollar 2018,Year,Income (gross),,Household,Household,No adjustment,All,All,All,,,
Guatemala,GT,GTM,2011,14948792,Upper middle income,9718,6982,,Luxembourg Income Study,2.92,4.15,4.92,5.69,6.64,7.79,9.27,11.48,15.08,32.05,7.08,10.62,14.43,20.75,47.13,1.23,21.44,New 2019,High,Americas,Guatemalan quetzal,Year,Consumption,,Household,Person,Per capita,All,All,All,,,
Guatemala,GT,GTM,2011,14948792,Upper middle income,21657,16636,,Luxembourg Income Study,3.31,4.69,5.54,6.4,7.23,8.25,9.55,11.42,14.74,28.88,8,11.94,15.48,20.97,43.62,1.38,18.96,New 2019,High,Americas,Guatemalan quetzal,Year,Consumption,,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2011,311051373,High income,25531,22310,,Research study,,,,,,,,,,,,,,,,,,New 2018,High,Americas,United States dollar 2010,Year,Consumption,,Household,Person,Equivalized,All,All,All,,,1
Ecuador,EC,ECU,2011,15177355,Upper middle income,,,,Research study,,,,,,,,,,,,,,,,,,New 2013,High,Americas,,,Earnings,,Household,Person,Per capita,All,All,All,,,1
El Salvador,SV,SLV,2011,6192560,Lower middle income,,,,Research study,,,,,,,,,,,,,,,,,,New 2013,High,Americas,,,Earnings,,Household,Person,Per capita,All,All,All,,,1
Brazil,BR,BRA,2011,198686688,Upper middle income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,,1.672828755
Canada,CA,CAN,2011,34538622,High income,50800,42700,,National statistical authority,0.3,2.2,4.1,5.9,7.6,9.3,11.2,13.6,16.9,28.8,2.5,10,16.9,24.8,45.7,,,New 2018,High,Americas,Canadian dollar 2016,Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,0.989530692
Canada,CA,CAN,2011,34538622,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,1.010580074
Chile,CL,CHL,2011,17153357,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,483.6675
United States,US,USA,2011,311051373,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,,1
Argentina,AR,ARG,2012,41755188,Upper middle income,,,38.9,United Nations,2.3,3.9,5.1,5.5,6.9,8,10.3,12.6,16.5,28.8,6.2,10.6,14.9,22.9,45.3,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2012,10377677,Lower middle income,,,47.4,United Nations,0.8,2.4,3.7,5.1,6.4,8,9.9,12.5,17,34.3,3.2,8.8,14.4,22.4,51.3,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2012,199287296,Upper middle income,,,52.3,United Nations,1.2,2.5,3.4,4.4,5.4,6.8,8.3,10.9,15.5,41.6,3.7,7.8,12.2,19.2,57.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Colombia,CO,COL,2012,46075724,Upper middle income,,,53.9,United Nations,1,2.1,3.1,4.1,5.2,6.6,8.4,11.2,16.1,42.1,3.1,7.2,11.8,19.6,58.2,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2012,4688003,Upper middle income,,,50.2,United Nations,1.3,2.5,3.5,4.5,5.6,7,8.9,11.7,17.1,38,3.8,8,12.6,20.6,55.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2012,9930916,Upper middle income,,,46.9,United Nations,1.8,3,3.9,4.9,6,7.3,9,11.9,15.6,36.6,4.8,8.8,13.3,20.9,52.2,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2012,15474099,Upper middle income,,,46.8,United Nations,1.6,2.9,3.9,5,6.1,7.5,9.2,11.5,16.4,35.9,4.5,8.9,13.6,20.7,52.3,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2012,6237922,Lower middle income,,,43.8,United Nations,1.9,3.3,4.3,5.3,6.5,7.8,9.4,11.8,15.9,33.9,5.2,9.6,14.3,21.2,49.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2012,8640692,Lower middle income,,,55.2,United Nations,1.2,2.4,3.2,4,5,6.2,7.8,10.2,15,45.1,3.6,7.2,11.2,18,60.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Mexico,MX,MEX,2012,117274160,Upper middle income,36487,22716,50.9,Luxembourg Income Study,1.16,2.54,3.55,4.57,5.69,6.89,8.61,11.22,15.82,39.94,3.71,8.13,12.57,19.83,55.76,0.35,27.5,New 2019,High,Americas,Mexican peso,Year,Income (net),,Household,Person,Per capita,All,All,All,,true,
Mexico,MX,MEX,2012,117274160,Upper middle income,,,49.9,United Nations,1.4,2.7,3.6,4.6,5.7,7,8.7,11.3,16,39,4.1,8.2,12.7,20,55,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,true,
Paraguay,PY,PRY,2012,6421510,Upper middle income,,,48.9,United Nations,1.3,2.5,3.6,4.7,6,7.6,9.3,11.7,15.8,37.5,3.8,8.3,13.6,21,53.3,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2012,29506790,Upper middle income,,,45.7,United Nations,1.4,2.7,4,5.2,6.5,8,9.8,12.1,16.1,34.2,4.1,9.2,14.5,21.9,50.3,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2012,3378975,High income,,,39.1,United Nations,2.3,3.7,4.7,5.8,7,8.4,10.1,12.5,16.5,29,6,10.5,15.4,22.6,45.5,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2012,3378975,High income,,,39.2,United Nations,2.3,3.6,4.7,5.8,7,8.5,10.2,12.6,16.5,28.9,5.9,10.5,15.5,22.8,45.4,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Venezuela,VE,VEN,2012,29360826,Upper middle income,,,38.4,United Nations,2.2,3.9,4.9,6.1,7.1,8.4,10.3,12.4,15.9,28.8,6.1,11,15.5,22.7,44.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2012,34900705,High income,49200,43900,31.6,National statistical authority,2.6,4.6,5.9,7,8.2,9.5,10.9,12.6,15,23.7,7.2,12.9,17.7,23.5,38.7,,,New 2018,High,Americas,Canadian dollar 2016,Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,0.99918831
Canada,CA,CAN,2012,34900705,High income,44669,39555,31.7,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,1.00081235
Costa Rica,CR,CRI,2012,4654122,Upper middle income,4755509,3108417,48.3,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,,502.901462
Mexico,MX,MEX,2012,117274160,Upper middle income,70000,47678,47.2,Luxembourg Income Study,1.34,2.86,3.98,5.01,6.18,7.47,9.24,11.66,16.01,36.26,4.19,9,13.64,20.9,52.27,0.41,24.39,New 2019,High,Americas,Mexican peso,Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,
Mexico,MX,MEX,2012,120828307,Upper middle income,64656,45062,45.7,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,13.16945833
United States,US,USA,2012,313335423,High income,38447,30932,38.9,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,,1
Argentina,AR,ARG,2012,41755188,Upper middle income,,,,SEDLAC,1.75,3.22,4.37,5.56,6.88,8.57,10.48,12.91,16.84,29.41,4.97,9.93,15.44,23.4,46.26,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2012,10239004,Lower middle income,13596,,,SEDLAC,0.9,2.5,3.9,5.2,6.5,8,10,12.5,17,33.7,3.4,9.1,14.5,22.5,50.7,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.1447178
Brazil,BR,BRA,2012,200560983,Upper middle income,11244,,,SEDLAC,1.2,2.3,3.3,4.3,5.5,6.9,8.5,10.9,15.6,41.5,3.5,7.6,12.4,19.4,57.1,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.512014782
Colombia,CO,COL,2012,46881475,Upper middle income,,,,SEDLAC,1.2,2.3,3.3,4.2,5.3,6.7,8.5,11.2,16,41.3,3.5,7.5,12,19.7,57.3,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.000556515
Costa Rica,CR,CRI,2012,4654122,Upper middle income,2849940,,,SEDLAC,1.5,2.7,3.7,4.7,5.8,7.1,8.9,11.7,16.9,37,4.2,8.4,12.9,20.6,53.9,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.001988461
Dominican Republic,DO,DOM,2012,10154950,Upper middle income,93468,,,SEDLAC,1.9,3.1,4.1,5.1,6.1,7.5,9.2,11.5,15.9,35.6,5,9.2,13.6,20.7,51.5,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.025422227
Ecuador,EC,ECU,2012,15419666,Upper middle income,2400,,,SEDLAC,1.5,2.9,3.9,5,6.3,7.7,9.5,12.1,16.5,34.6,4.4,8.9,14,21.6,51.1,,,New 2018,High,Americas,United States dollar,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
El Salvador,SV,SLV,2012,6221246,Lower middle income,1812,,,SEDLAC,2.2,3.6,4.6,5.6,6.7,8,9.5,11.7,15.6,32.6,5.8,10.2,14.7,21.2,48.2,,,New 2018,High,Americas,United States dollar,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
Honduras,HN,HND,2012,8505646,Lower middle income,30096,,,SEDLAC,0.9,1.9,2.8,3.8,5,6.4,8.3,10.9,15.9,44.1,2.8,6.6,11.4,19.2,60,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.051276136
Mexico,MX,MEX,2012,120828307,Upper middle income,37968,,,SEDLAC,1.6,2.9,3.8,4.8,5.8,7,8.6,11,15.6,38.3,4.5,8.6,12.8,19.6,53.9,,,New 2018,High,Americas,Mexican nuevo peso,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,0.075933267
Mexico,MX,MEX,2012,120828307,Upper middle income,3156,,,National statistical authority,1.51,2.72,3.7,4.67,5.7,6.95,8.58,11.17,15.74,39.26,4.23,8.37,12.65,19.75,55,,,New 2013,High,Americas,United States dollar,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,0.075933267
Panama,PA,PAN,2012,3772938,High income,,,51.75,SEDLAC,1,2.2,3.4,4.4,5.6,7,8.8,11.4,16.4,39.7,3.2,7.8,12.6,20.2,56.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
Paraguay,PY,PRY,2012,6379219,Upper middle income,13209252,,,SEDLAC,1.4,2.6,3.8,4.9,6.2,7.6,9.2,11.4,15.4,37.4,4,8.7,13.8,20.6,52.8,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.000225993
Peru,PE,PER,2012,30158966,Upper middle income,8076,,,SEDLAC,1.5,2.9,4.1,5.4,6.7,8.1,9.8,12.2,16.1,33.2,4.4,9.5,14.8,22,49.3,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.379134497
Uruguay,UY,URY,2012,3396777,High income,142740,,,SEDLAC,2.1,3.5,4.6,5.7,7,8.4,10.2,12.6,16.6,29.3,5.6,10.3,15.4,22.8,45.9,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.049235435
Argentina,AR,ARG,2012,41755188,Upper middle income,,,,SEDLAC,2,3.61,4.81,5.99,7.25,8.79,10.58,12.82,16.45,27.7,5.62,10.79,16.04,23.4,44.15,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,Urban,All,All,,,
Bolivia,BO,BOL,2012,10239004,Lower middle income,,,,SEDLAC,1,2.7,4.1,5.5,6.8,8.3,10.1,12.6,16.8,32,3.7,9.6,15.1,22.7,48.8,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.1447178
Brazil,BR,BRA,2012,200560983,Upper middle income,,,,SEDLAC,1.3,2.6,3.6,4.6,5.7,7,8.5,10.9,15.4,40.3,3.9,8.2,12.7,19.4,55.7,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.512014782
Colombia,CO,COL,2012,46881475,Upper middle income,,,,SEDLAC,1.4,2.6,3.6,4.5,5.6,7,8.7,11.3,15.8,39.6,4,8.1,12.6,20,55.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.000556515
Costa Rica,CR,CRI,2012,4654122,Upper middle income,,,,SEDLAC,1.7,3,4,4.9,6,7.3,9,11.8,16.7,35.7,4.7,8.9,13.3,20.8,52.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.001988461
Dominican Republic,DO,DOM,2012,10154950,Upper middle income,,,,SEDLAC,2.1,3.4,4.4,5.4,6.4,7.7,9.3,11.5,15.8,34,5.5,9.8,14.1,20.8,49.8,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.025422227
Ecuador,EC,ECU,2012,15419666,Upper middle income,,,,SEDLAC,1.6,3.1,4.2,5.4,6.6,8,9.7,12.1,16.3,32.8,4.7,9.6,14.6,21.8,49.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
El Salvador,SV,SLV,2012,6221246,Lower middle income,,,,SEDLAC,2.4,3.8,4.9,5.9,7,8.2,9.7,11.8,15.3,31,6.2,10.8,15.2,21.5,46.3,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
Honduras,HN,HND,2012,8505646,Lower middle income,,,,SEDLAC,1,2.1,3,4.1,5.3,6.7,8.5,11.1,15.8,42.4,3.1,7.1,12,19.6,58.2,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.051276136
Mexico,MX,MEX,2012,120828307,Upper middle income,,,,SEDLAC,1.8,3.2,4.1,5.1,6.1,7.3,8.8,11.1,15.4,36.6,5,9.2,13.4,19.9,52,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,true,0.075933267
Panama,PA,PAN,2012,3772938,High income,,,,SEDLAC,1.2,2.4,3.6,4.7,5.9,7.3,9,11.4,16,38.4,3.6,8.3,13.2,20.4,54.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
Paraguay,PY,PRY,2012,6379219,Upper middle income,,,,SEDLAC,1.5,2.9,4,5.2,6.5,7.9,9.4,11.5,15.3,35.8,4.4,9.2,14.4,20.9,51.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.000225993
Peru,PE,PER,2012,30158966,Upper middle income,,,,SEDLAC,1.6,3.1,4.4,5.6,6.9,8.3,10,12.3,15.9,32,4.7,10,15.2,22.3,47.9,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.379134497
Uruguay,UY,URY,2012,3396777,High income,,,,SEDLAC,2.5,3.9,5,6.1,7.2,8.5,10.2,12.5,16.2,27.9,6.4,11.1,15.7,22.7,44.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.049235435
Argentina,AR,ARG,2012,41755188,Upper middle income,8532.13,6491.68,,World Bank,1.74,3.24,4.37,5.54,6.85,8.5,10.4,12.87,16.83,29.67,4.98,9.91,15.35,23.27,46.5,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2012,10377677,Lower middle income,4692.24,3365.71,,World Bank,0.92,2.52,3.85,5.15,6.46,8,9.98,12.48,16.96,33.67,3.45,9,14.46,22.46,50.63,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2012,199287296,Upper middle income,6974.86,4244.73,,World Bank,1.12,2.32,3.28,4.3,5.45,6.85,8.46,10.92,15.6,41.7,3.44,7.57,12.3,19.38,57.3,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Colombia,CO,COL,2012,46075724,Upper middle income,4905.22,2911.19,,World Bank,1.17,2.34,3.25,4.22,5.31,6.69,8.49,11.19,15.98,41.37,3.5,7.47,12,19.69,57.35,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2012,4688003,Upper middle income,8086.14,5153.17,,World Bank,1.48,2.74,3.69,4.66,5.78,7.12,8.88,11.71,16.92,37.02,4.22,8.35,12.9,20.59,53.94,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2012,9930916,Upper middle income,4395.99,2917.3,,World Bank,1.85,3.06,4.01,5.02,6.05,7.45,9.06,11.49,15.94,36.05,4.91,9.03,13.51,20.55,51.99,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2012,15474099,Upper middle income,4769.29,3326.08,,World Bank,1.47,2.87,3.92,5.04,6.3,7.72,9.47,12.08,16.52,34.61,4.33,8.96,14.02,21.55,51.13,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2012,6237922,Lower middle income,3344.86,2439.9,,World Bank,2.16,3.56,4.57,5.62,6.7,7.95,9.5,11.75,15.6,32.59,5.73,10.18,14.65,21.25,48.19,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Haiti,HT,HTI,2012,10250922,Low income,1256.4,613.99,60.79,World Bank,0.55,1.43,2.27,3.22,4.29,5.68,7.63,10.63,16.08,48.21,1.98,5.49,9.98,18.26,64.29,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2012,8640692,Lower middle income,2977.32,1695.1,,World Bank,0.88,1.91,2.83,3.83,4.99,6.43,8.27,10.92,15.86,44.07,2.79,6.65,11.43,19.19,59.93,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Mexico,MX,MEX,2012,117274160,Upper middle income,4502.79,2851.43,,World Bank,1.64,2.88,3.8,4.8,5.79,7.02,8.59,11.04,15.59,38.86,4.52,8.6,12.81,19.63,54.45,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,
Panama,PA,PAN,2012,3770635,High income,7545.8,4709.21,,World Bank,0.99,2.2,3.35,4.43,5.63,7.04,8.84,11.45,16.42,39.67,3.19,7.78,12.67,20.28,56.09,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2012,6421510,Upper middle income,5445.72,3745.16,,World Bank,1.48,2.7,3.85,4.9,6.18,7.61,9.25,11.49,15.67,36.87,4.18,8.75,13.79,20.74,52.54,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2012,29506790,Upper middle income,4610.3,3410.41,,World Bank,1.49,2.89,4.14,5.36,6.7,8.12,9.83,12.15,16.07,33.25,4.38,9.5,14.82,21.98,49.32,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2012,3378975,High income,8724.96,6662.11,,World Bank,2.13,3.5,4.62,5.72,6.95,8.41,10.18,12.58,16.59,29.32,5.63,10.34,15.36,22.76,45.91,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2012,34900705,High income,58500,49800,,National statistical authority,2.2,4,5.2,6.5,7.9,9.2,10.7,12.6,15.4,26.1,6.2,11.7,17.1,23.3,41.5,,,New 2018,High,Americas,Canadian dollar 2016,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,0.99918831
Canada,CA,CAN,2012,34900705,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,1.00081235
United States,US,USA,2012,314043872,High income,,,,National statistical authority,,,,,,,,,,,3.41,9.02,14.83,22.86,49.88,,22.1,New 2019,High,Americas,,,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2012,314043872,High income,39047.4,55900,,National statistical authority,,,,,,,,,,,3.2,8.3,14.4,23,51,,22.3,New 2019,High,Americas,United States dollar 2018,Year,Income (gross),,Household,Household,No adjustment,All,All,All,,,
Jamaica,JM,JAM,2012,2840992,Upper middle income,170740,,,National statistical authority,2.46,3.93,5,6,7.05,8.33,9.85,12.05,15.86,29.48,6.39,11,15.38,21.9,45.34,,,New 2018,High,Americas,Jamaican dollar,Year,Consumption,,Household,Person,Per capita,All,All,All,,,0.011267487
Mexico,MX,MEX,2012,117274160,Upper middle income,30258,20713,,Luxembourg Income Study,2.04,3.33,4.33,5.29,6.28,7.48,9.1,11.41,15.57,35.18,5.37,9.62,13.76,20.5,50.75,0.79,23.9,New 2019,High,Americas,Mexican peso,Year,Consumption,,Household,Person,Per capita,All,All,All,,true,
Jamaica,JM,JAM,2012,2840992,Upper middle income,,,,National statistical authority,,,,,,,,,,,,,,,,,,New 2018,High,Americas,,Year,Consumption,,Household,Person,Equivalized,All,All,All,,,0.011267487
Mexico,MX,MEX,2012,117274160,Upper middle income,58441,42907,,Luxembourg Income Study,2.41,3.79,4.81,5.82,6.78,7.96,9.48,11.6,15.25,32.1,6.2,10.64,14.74,21.07,47.35,0.95,21.36,New 2019,High,Americas,Mexican peso,Year,Consumption,,Household,Person,Equivalized,All,All,All,,true,
United States,US,USA,2012,313335423,High income,,,,Research study,,,,,,,,,,,,,,,,,,New 2018,High,Americas,,,Consumption,,Household,Person,Equivalized,All,All,All,,,1
Haiti,HT,HTI,2012,10250922,Low income,1526.1,1151.84,,World Bank,2.1,3.44,4.55,5.7,6.94,8.23,9.88,12.06,15.9,31.2,5.54,10.25,15.16,21.94,47.1,,,New 2019,Average,Americas,US$2011PPP,Year,Consumption,,Household,Person,Per capita,All,All,All,,,
Mexico,MX,MEX,2012,117274160,Upper middle income,3802.23,2536.82,,World Bank,2,3.24,4.18,5.14,6.18,7.34,8.96,11.35,15.56,36.06,5.24,9.32,13.52,20.31,51.62,,,New 2019,Average,Americas,US$2011PPP,Year,Consumption,,Household,Person,Per capita,All,All,All,,true,
Canada,CA,CAN,2012,34900705,High income,51700,44000,,National statistical authority,0.3,2.3,4.1,5.9,7.6,9.3,11.2,13.4,16.7,29,2.6,10,16.9,24.6,45.7,,,New 2018,High,Americas,Canadian dollar 2016,Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,0.99918831
Canada,CA,CAN,2012,34900705,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,1.00081235
Mexico,MX,MEX,2012,120828307,Upper middle income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,13.16945833
United States,US,USA,2012,313335423,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,,1
Argentina,AR,ARG,2013,42196036,Upper middle income,,,38.9,United Nations,2.3,3.9,4.8,5.8,7.3,8.1,9.6,13.1,16.6,28.6,6.2,10.6,15.4,22.7,45.2,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2013,10542375,Lower middle income,,,48,United Nations,0.9,2.5,3.6,4.9,6.2,7.8,9.6,12.4,17.1,35,3.4,8.5,14,22,52.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2013,201035904,Upper middle income,11097,7451,49,Luxembourg Income Study,1.3,2.61,3.68,4.78,5.99,7.46,8.89,11.37,15.85,38.09,3.91,8.46,13.44,20.26,53.93,0.45,26.17,New 2019,High,Americas,Brazilian real,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2013,201035904,Upper middle income,,,52.2,United Nations,1.1,2.4,3.4,4.3,5.5,6.8,8.5,10.9,15.6,41.4,3.5,7.7,12.3,19.4,57,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2013,35296536,High income,27831,23622,33.8,Luxembourg Income Study,2.38,4.27,5.63,6.75,7.88,9.15,10.69,12.62,15.47,25.16,6.64,12.38,17.04,23.31,40.63,0.86,15.34,New 2019,High,Americas,Canadian Dollar,Year,Income (net),,Household,Person,Per capita,All,All,All,,true,
Chile,CL,CHL,2013,17571512,High income,2761938,1742500,48.3,Luxembourg Income Study,1.81,3.1,3.97,4.82,5.8,6.94,8.39,10.67,15.31,39.21,4.91,8.78,12.73,19.06,54.51,0.67,27.42,New 2019,High,Americas,Chilean peso,Year,Income (net),,Household,Person,Per capita,All,All,All,,true,
Chile,CL,CHL,2013,17571512,High income,,,46.6,United Nations,2,3.3,4.2,5,6,7.1,8.5,10.7,15.2,37.9,5.3,9.2,13.1,19.2,53.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,true,
